Station,month_ym,ndvi,evi,lst_celsius,et_mm,soil_moisture
Hasthampati,2024-01,0.3761,0.2202,31.1122,6.5635,0.1605
Hasthampatti,2024-01,0.4114,0.2431,30.8227,7.4081,0.1612
Illupanatham_1,2024-01,0.4885,0.2956,31.6471,9.2642,0.1742
Inam Bairoji,2024-01,0.5162,0.3151,31.2396,9.5134,0.1518
Kadambur,2024-01,0.631,0.3834,28.8371,12.0051,0.166
Kullampatti,2024-01,0.5253,0.3444,30.0582,10.2439,0.1594
M.Chettipatti,2024-01,0.4721,0.2861,31.7539,8.8037,0.1476
Manjakalpatti,2024-01,0.4831,0.2978,30.4986,8.4936,0.1572
Mannarpalayam,2024-01,0.5249,0.2928,31.128,8.8412,0.1699
Moolakadu,2024-01,0.4294,0.2342,28.41,11.5219,0.1299
Murungapatty,2024-01,0.4837,0.2853,31.0163,9.1983,0.1514
Muthiyampatti,2024-01,0.5026,0.3179,31.7301,9.4652,0.1498
Nadupatty,2024-01,0.4502,0.2452,31.6096,7.6602,0.143
Navapatti,2024-01,0.5596,0.3186,26.6688,14.5768,0.1358
Pannavadi,2024-01,0.405,0.2431,31.2099,10.5709,0.1157
Pappanaickanpatti,2024-01,0.6783,0.3471,27.0311,16.729,0.1811
Periyakadampatty,2024-01,0.4694,0.2852,31.8289,8.6267,0.1472
Pillukurichi,2024-01,0.5179,0.3354,29.653,10.6553,0.1475
Pulluthikuttai,2024-01,0.6752,0.377,27.9147,18.2848,0.173
Rajapalayam (TN-MWS01),2024-01,0.4759,0.275,30.47,8.9573,0.191
Ramagudal,2024-01,0.5117,0.322,30.5765,9.8384,0.1615
Ramanaickanpalayam,2024-01,0.5387,0.3175,30.9039,10.0634,0.1728
Samuthiram_1,2024-01,0.492,0.3086,31.9761,9.2936,0.1493
Sanarpatti,2024-01,0.5049,0.3085,30.3777,10.1203,0.1487
Sandhiyur,2024-01,0.4616,0.2859,31.2057,7.3918,0.1528
Sendarapatti,2024-01,0.6032,0.3481,28.8952,11.976,0.1778
Singipuram,2024-01,0.5073,0.2911,31.5433,8.7107,0.1708
Siruvachur,2024-01,0.5726,0.3711,31.3956,11.8571,0.2238
Sitteri,2024-01,0.4973,0.309,31.6898,9.4544,0.1769
Sukkampatti,2024-01,0.5532,0.3238,29.7131,10.9156,0.1617
Thekkampatti,2024-01,0.4708,0.2654,31.1477,8.3644,0.155
Thuttampatti,2024-01,0.4457,0.2674,32.6612,8.1011,0.1474
Vaikundham sankari Salem Tamil Nadu,2024-01,0.5903,0.3308,29.9595,14.0884,0.2136
Veerakal,2024-01,0.5136,0.3052,30.1842,9.5847,0.1467
Veppilaipatty,2024-01,0.5417,0.3026,30.2369,8.6849,0.1711
Amaram_1,2024-02,0.3594,0.2114,36.6445,4.866,0.1016
Ammapet_1,2024-02,0.42,0.2416,33.2946,6.4125,0.1078
Ariyampatti,2024-02,0.3849,0.2318,36.4346,5.2199,0.1047
Avaniperur Keelmugam,2024-02,0.4342,0.2648,35.3479,6.652,0.1105
Ayodhiyapattinam,2024-02,0.4489,0.2618,33.6823,6.8092,0.1101
Egapuram,2024-02,0.3911,0.2362,36.3237,5.6781,0.1092
Erumaipatti_1,2024-02,0.3876,0.2273,34.9953,5.2006,0.1097
Erumaipatti_2,2024-02,0.415,0.2581,35.4424,5.9401,0.109
Gundakkal,2024-02,0.3818,0.2095,35.1205,5.2047,0.1043
Hasthampati,2024-02,0.3492,0.2044,34.2048,5.5324,0.1141
Hasthampatti,2024-02,0.3809,0.2204,33.8396,6.2465,0.1141
Illupanatham_1,2024-02,0.4391,0.2938,34.6374,6.1497,0.1153
Inam Bairoji,2024-02,0.4656,0.2829,34.882,7.6143,0.1085
Kadambur,2024-02,0.5001,0.2903,32.2404,7.437,0.1139
Kullampatti,2024-02,0.4439,0.2805,34.362,6.7836,0.111
M.Chettipatti,2024-02,0.4061,0.2365,35.7134,5.8598,0.106
Manjakalpatti,2024-02,0.3995,0.2417,34.2501,5.3258,0.1096
Mannarpalayam,2024-02,0.4431,0.2545,33.9603,6.2118,0.1159
Moolakadu,2024-02,0.3185,0.1813,31.8533,6.9524,0.0916
Murungapatty,2024-02,0.4187,0.2397,34.7814,5.9041,0.1094
Muthiyampatti,2024-02,0.4191,0.2498,36.426,6.2577,0.1067
Nadupatty,2024-02,0.3995,0.2254,35.2605,5.424,0.1036
Navapatti,2024-02,0.5045,0.2681,29.9135,8.9405,0.094
Pannavadi,2024-02,0.3367,0.2104,34.9849,6.7962,0.0819
Pappanaickanpatti,2024-02,0.573,0.2958,29.9985,10.433,0.122
Periyakadampatty,2024-02,0.4018,0.2365,35.9059,5.7686,0.1053
Pillukurichi,2024-02,0.4761,0.2914,33.3773,7.7399,0.1024
Pulluthikuttai,2024-02,0.5635,0.3027,30.8515,10.6721,0.1153
Rajapalayam (TN-MWS01),2024-02,0.4434,0.3159,33.4534,6.491,0.1307
Ramagudal,2024-02,0.4568,0.2825,33.7057,6.9649,0.1112
Ramanaickanpalayam,2024-02,0.4819,0.2986,33.9432,7.1995,0.1145
Samuthiram_1,2024-02,0.4083,0.242,36.5485,6.0065,0.1063
Sanarpatti,2024-02,0.4327,0.2527,33.9285,6.0183,0.1054
Sandhiyur,2024-02,0.4112,0.2459,34.4236,5.7973,0.1091
Sendarapatti,2024-02,0.5076,0.3005,31.9728,8.7636,0.1246
Singipuram,2024-02,0.4332,0.2576,34.6548,6.3148,0.115
Siruvachur,2024-02,0.4892,0.3096,34.114,8.4312,0.1684
Sitteri,2024-02,0.4338,0.2938,34.6747,6.2719,0.1161
Sukkampatti,2024-02,0.4827,0.2726,32.862,7.5426,0.111
Thekkampatti,2024-02,0.4167,0.2307,34.3027,6.0015,0.1116
Thuttampatti,2024-02,0.3755,0.2229,36.7872,5.2769,0.1051
Vaikundham sankari Salem Tamil Nadu,2024-02,0.5308,0.3379,32.6324,11.0156,0.1269
Veerakal,2024-02,0.4461,0.2559,33.6544,6.2275,0.1046
Veppilaipatty,2024-02,0.4671,0.2583,32.6807,6.4935,0.1202
Amaram_1,2024-03,0.3198,0.1891,39.7006,2.5805,0.0826
Ammapet_1,2024-03,0.3813,0.2316,36.5178,3.5732,0.083
Ariyampatti,2024-03,0.3423,0.2065,39.3531,2.8509,0.086
Avaniperur Keelmugam,2024-03,0.3654,0.2189,38.7316,3.1446,0.0913
Ayodhiyapattinam,2024-03,0.4083,0.2449,37.5451,3.8375,0.0844
Egapuram,2024-03,0.3441,0.208,39.6872,2.9317,0.0899
Erumaipatti_1,2024-03,0.3549,0.2152,37.4733,2.8839,0.0909
Erumaipatti_2,2024-03,0.3643,0.2231,38.3709,3.1752,0.0902
Gundakkal,2024-03,0.3433,0.1878,38.1762,2.7238,0.0834
Hasthampati,2024-03,0.33,0.2078,37.268,3.2008,0.0884
Hasthampatti,2024-03,0.3609,0.2238,36.9871,3.8093,0.0882
Illupanatham_1,2024-03,0.3912,0.2683,39.8213,4.9289,0.0877
Inam Bairoji,2024-03,0.4243,0.2538,37.1202,4.4,0.0889
Kadambur,2024-03,0.4426,0.2418,37.0532,5.5812,0.0891
Kullampatti,2024-03,0.3818,0.229,37.4355,3.4071,0.0921
M.Chettipatti,2024-03,0.367,0.2255,38.538,3.2842,0.0864
Manjakalpatti,2024-03,0.3597,0.2201,36.6511,2.912,0.0911
Mannarpalayam,2024-03,0.3749,0.2169,38.8361,3.4453,0.0877
Moolakadu,2024-03,0.2824,0.1609,35.1105,2.7262,0.0754
Murungapatty,2024-03,0.3724,0.2125,37.628,3.0536,0.0885
Muthiyampatti,2024-03,0.3515,0.2083,39.9117,2.8844,0.0878
Nadupatty,2024-03,0.361,0.2001,38.1785,2.9798,0.0829
Navapatti,2024-03,0.4347,0.2166,33.6333,3.3718,0.0784
Pannavadi,2024-03,0.2769,0.1684,39.0669,2.7964,0.0664
Pappanaickanpatti,2024-03,0.4666,0.2342,34.4017,5.7807,0.0934
Periyakadampatty,2024-03,0.3632,0.2233,38.6984,3.2035,0.0862
Pillukurichi,2024-03,0.4409,0.2582,36.4755,4.8607,0.0851
Pulluthikuttai,2024-03,0.4707,0.2379,34.5714,5.2634,0.0879
Rajapalayam (TN-MWS01),2024-03,0.4002,0.287,38.703,5.2763,0.1002
Ramagudal,2024-03,0.4078,0.2455,36.9135,3.9067,0.0922
Ramanaickanpalayam,2024-03,0.4489,0.2763,37.9266,5.9716,0.0874
Samuthiram_1,2024-03,0.348,0.2067,39.9627,2.8793,0.0875
Sanarpatti,2024-03,0.3891,0.2259,37.0226,3.5037,0.0871
Sandhiyur,2024-03,0.3719,0.2185,37.0126,3.0749,0.0879
Sendarapatti,2024-03,0.4544,0.2583,37.0675,5.9667,0.1034
Singipuram,2024-03,0.3794,0.2269,39.3549,3.826,0.0873
Siruvachur,2024-03,0.394,0.235,39.3477,5.2936,0.1278
Sitteri,2024-03,0.398,0.2746,39.4211,5.3657,0.0876
Sukkampatti,2024-03,0.429,0.2397,36.6575,4.1703,0.0851
Thekkampatti,2024-03,0.3965,0.2352,37.3717,3.7881,0.088
Thuttampatti,2024-03,0.3383,0.2044,39.7585,2.7273,0.0864
Vaikundham sankari Salem Tamil Nadu,2024-03,0.486,0.2874,36.0084,6.9886,0.1013
Veerakal,2024-03,0.3961,0.2315,36.8671,3.7608,0.0861
Veppilaipatty,2024-03,0.3921,0.2202,37.3321,3.4562,0.0916
Amaram_1,2024-04,0.3063,0.1881,42.9981,2.1384,0.0775
Ammapet_1,2024-04,0.3682,0.2135,39.4218,2.6485,0.0796
Ariyampatti,2024-04,0.3307,0.2023,42.1071,2.3921,0.0858
Avaniperur Keelmugam,2024-04,0.3632,0.2265,40.8602,3.0469,0.0922
Ayodhiyapattinam,2024-04,0.3877,0.2267,40.3166,2.8648,0.08
Egapuram,2024-04,0.3246,0.1983,42.7222,2.3049,0.0901
Erumaipatti_1,2024-04,0.343,0.2243,39.694,2.4234,0.091
Erumaipatti_2,2024-04,0.3488,0.221,41.209,2.7234,0.0903
Gundakkal,2024-04,0.3216,0.1809,41.176,2.0385,0.0745
Hasthampati,2024-04,0.331,0.2034,39.9478,2.4499,0.0858
Hasthampatti,2024-04,0.3557,0.2191,39.6539,2.9194,0.0854
Illupanatham_1,2024-04,0.3145,0.2143,43.8467,2.7929,0.0762
Inam Bairoji,2024-04,0.4204,0.268,39.8232,3.8111,0.0867
Kadambur,2024-04,0.379,0.234,40.0397,3.4869,0.0782
Kullampatti,2024-04,0.3909,0.2456,39.0122,3.5785,0.0939
M.Chettipatti,2024-04,0.3587,0.2165,41.6536,2.7177,0.0856
Manjakalpatti,2024-04,0.3463,0.2277,39.098,2.5572,0.0916
Mannarpalayam,2024-04,0.3427,0.195,41.3163,2.3606,0.0783
Moolakadu,2024-04,0.2789,0.1636,37.5763,2.6218,0.0737
Murungapatty,2024-04,0.3546,0.2031,41.1112,2.3191,0.087
Muthiyampatti,2024-04,0.3387,0.2045,42.475,2.4894,0.0878
Nadupatty,2024-04,0.3422,0.1917,41.0132,2.2834,0.0749
Navapatti,2024-04,0.4306,0.2423,35.2428,3.3723,0.0807
Pannavadi,2024-04,0.258,0.16,42.3744,2.0742,0.0634
Pappanaickanpatti,2024-04,0.4134,0.2339,37.0624,3.4428,0.0806
Periyakadampatty,2024-04,0.3529,0.2134,41.8269,2.6455,0.0857
Pillukurichi,2024-04,0.4513,0.2769,37.8943,4.8429,0.0871
Pulluthikuttai,2024-04,0.4404,0.2248,36.9702,3.4272,0.0782
Rajapalayam (TN-MWS01),2024-04,0.3269,0.2272,42.9914,2.8959,0.0868
Ramagudal,2024-04,0.3953,0.252,39.321,3.5107,0.0949
Ramanaickanpalayam,2024-04,0.4013,0.275,40.5555,4.226,0.0771
Samuthiram_1,2024-04,0.3326,0.2003,42.7096,2.413,0.0874
Sanarpatti,2024-04,0.3743,0.2276,39.3905,3.1078,0.0872
Sandhiyur,2024-04,0.356,0.2175,39.9662,2.4174,0.0854
Sendarapatti,2024-04,0.3943,0.2473,39.9112,3.8005,0.0926
Singipuram,2024-04,0.3483,0.2098,42.0983,2.644,0.078
Siruvachur,2024-04,0.3169,0.1999,43.2479,2.8574,0.1019
Sitteri,2024-04,0.3348,0.2262,43.3185,3.1644,0.0758
Sukkampatti,2024-04,0.4063,0.2326,38.7565,3.0717,0.0802
Thekkampatti,2024-04,0.3877,0.233,40.2187,3.0766,0.0859
Thuttampatti,2024-04,0.3196,0.1958,42.9634,2.201,0.0862
Vaikundham sankari Salem Tamil Nadu,2024-04,0.4328,0.256,40.1346,5.0095,0.0957
Veerakal,2024-04,0.3791,0.2307,39.5426,3.295,0.0852
Veppilaipatty,2024-04,0.3634,0.1984,39.4023,2.2738,0.0816
Amaram_1,2024-05,0.4464,0.2793,39.8832,7.869,0.1876
Ammapet_1,2024-05,0.4625,0.2729,29.7464,9.5423,0.1913
Ariyampatti,2024-05,0.4505,0.2675,39.6361,7.7936,0.191
Avaniperur Keelmugam,2024-05,0.4851,0.3023,39.1508,8.7456,0.1936
Ayodhiyapattinam,2024-05,0.495,0.2856,31.4156,9.7125,0.1937
Egapuram,2024-05,0.4104,0.2288,39.52,7.482,0.1942
Erumaipatti_1,2024-05,0.4656,0.295,37.9029,8.2139,0.1919
Erumaipatti_2,2024-05,0.443,0.2751,38.3137,7.4882,0.1942
Gundakkal,2024-05,0.4615,0.287,35.0845,8.7877,0.189
Hasthampati,2024-05,0.4077,0.2581,32.2853,8.3695,0.1971
Hasthampatti,2024-05,0.4457,0.2829,32.2591,9.2479,0.1969
Illupanatham_1,2024-05,0.4228,0.2486,38.5738,7.3793,0.1676
Inam Bairoji,2024-05,0.5065,0.3198,36.213,9.9886,0.1962
Kadambur,2024-05,0.4967,0.2666,38.3851,9.2607,0.1801
Kullampatti,2024-05,0.5173,0.3314,36.3478,10.0231,0.1934
M.Chettipatti,2024-05,0.4461,0.2536,39.991,8.4839,0.192
Manjakalpatti,2024-05,0.4701,0.3004,38.3942,8.2509,0.1931
Mannarpalayam,2024-05,0.4522,0.2761,32.7331,8.1745,0.1919
Moolakadu,2024-05,0.4686,0.2918,33.4261,10.9681,0.1775
Murungapatty,2024-05,0.4841,0.266,36.6807,9.0197,0.1947
Muthiyampatti,2024-05,0.4607,0.2749,40.1056,8.0516,0.1924
Nadupatty,2024-05,0.4651,0.3004,35.9751,8.3629,0.1905
Navapatti,2024-05,0.5934,0.3779,30.1218,13.3054,0.1802
Pannavadi,2024-05,0.4066,0.2593,40.1919,7.8479,0.1692
Pappanaickanpatti,2024-05,0.5765,0.321,32.0776,11.0308,0.1878
Periyakadampatty,2024-05,0.4388,0.2554,40.0762,8.4047,0.1915
Pillukurichi,2024-05,0.5537,0.3583,33.6262,11.6808,0.1869
Pulluthikuttai,2024-05,0.5479,0.341,30.0781,13.4925,0.19
Rajapalayam (TN-MWS01),2024-05,0.3626,0.2055,37.6757,7.0289,0.1732
Ramagudal,2024-05,0.4947,0.3185,33.7062,8.7868,0.1911
Ramanaickanpalayam,2024-05,0.4993,0.3266,33.3283,9.5318,0.1875
Samuthiram_1,2024-05,0.4484,0.2649,40.7464,7.8553,0.1922
Sanarpatti,2024-05,0.4994,0.3133,33.8952,9.7695,0.1909
Sandhiyur,2024-05,0.4806,0.2964,33.6799,8.9638,0.1971
Sendarapatti,2024-05,0.5229,0.2896,35.2539,9.0319,0.1904
Singipuram,2024-05,0.4514,0.2837,33.0577,8.352,0.1911
Siruvachur,2024-05,0.4412,0.2641,38.8344,7.8641,0.1855
Sitteri,2024-05,0.4453,0.2622,39.1234,7.6108,0.1639
Sukkampatti,2024-05,0.5458,0.3158,32.7845,11.0777,0.195
Thekkampatti,2024-05,0.4918,0.295,37.763,9.7378,0.1956
Thuttampatti,2024-05,0.4212,0.2333,40.6446,7.6175,0.1913
Vaikundham sankari Salem Tamil Nadu,2024-05,0.4552,0.2756,37.4798,11.4887,0.2136
Veerakal,2024-05,0.516,0.3314,32.5471,10.5473,0.1903
Veppilaipatty,2024-05,0.4559,0.2574,33.0555,8.2055,0.1941
Amaram_1,2024-06,0.5875,0.4184,33.8235,13.1629,0.2153
Ammapet_1,2024-06,0.5707,0.3815,31.4493,13.6704,0.2298
Ariyampatti,2024-06,0.5926,0.4228,34.7442,12.4032,0.2174
Avaniperur Keelmugam,2024-06,0.5932,0.4144,34.159,13.3975,0.2145
Ayodhiyapattinam,2024-06,0.6174,0.424,30.7347,13.4704,0.2342
Egapuram,2024-06,0.5445,0.3768,35.3632,11.6091,0.2189
Erumaipatti_1,2024-06,0.5759,0.3994,33.5201,12.7419,0.2118
Erumaipatti_2,2024-06,0.5657,0.4059,34.2977,11.8872,0.2186
Gundakkal,2024-06,0.6605,0.4632,31.2836,15.5381,0.2184
Hasthampati,2024-06,0.4733,0.3112,33.2085,11.1147,0.235
Hasthampatti,2024-06,0.5141,0.3448,32.4328,12.3517,0.2353
Illupanatham_1,2024-06,0.525,0.3442,37.6568,11.6442,0.2205
Inam Bairoji,2024-06,0.6205,0.3989,32.8004,13.9191,0.2273
Kadambur,2024-06,0.6661,0.4483,33.8576,15.6392,0.2243
Kullampatti,2024-06,0.6152,0.4214,33.5321,13.9776,0.2105
M.Chettipatti,2024-06,0.5713,0.3821,35.03,12.0953,0.2201
Manjakalpatti,2024-06,0.5866,0.4203,33.0752,13.0958,0.214
Mannarpalayam,2024-06,0.61,0.4012,32.2342,11.3016,0.2377
Moolakadu,2024-06,0.5632,0.3976,31.8736,16.1746,0.1962
Murungapatty,2024-06,0.5989,0.4182,33.2504,13.8069,0.2245
Muthiyampatti,2024-06,0.6044,0.4282,35.1645,13.3883,0.2178
Nadupatty,2024-06,0.6653,0.4681,31.7214,14.7868,0.2188
Navapatti,2024-06,0.701,0.485,28.5007,17.5981,0.1927
Pannavadi,2024-06,0.5521,0.3945,33.8427,12.2095,0.1902
Pappanaickanpatti,2024-06,0.7464,0.5003,29.0091,18.5625,0.2284
Periyakadampatty,2024-06,0.5728,0.3837,35.3766,12.098,0.2187
Pillukurichi,2024-06,0.6503,0.4385,33.0046,15.3253,0.2013
Pulluthikuttai,2024-06,0.7255,0.4621,29.5045,18.9541,0.232
Rajapalayam (TN-MWS01),2024-06,0.4704,0.2976,38.7661,9.6393,0.2168
Ramagudal,2024-06,0.5856,0.382,34.0449,12.6051,0.2048
Ramanaickanpalayam,2024-06,0.619,0.4398,33.6394,13.359,0.2332
Samuthiram_1,2024-06,0.5964,0.4213,35.4127,13.1058,0.218
Sanarpatti,2024-06,0.6466,0.4663,32.1036,13.9138,0.2144
Sandhiyur,2024-06,0.6091,0.4093,31.8078,12.6555,0.2319
Sendarapatti,2024-06,0.6754,0.4594,33.3961,16.1671,0.2387
Singipuram,2024-06,0.5931,0.4095,32.6715,11.1661,0.2362
Siruvachur,2024-06,0.5277,0.3386,34.6268,11.334,0.2405
Sitteri,2024-06,0.5327,0.362,36.9522,11.514,0.2203
Sukkampatti,2024-06,0.6765,0.4508,29.4974,16.2806,0.2363
Thekkampatti,2024-06,0.5816,0.3828,33.302,13.2772,0.2302
Thuttampatti,2024-06,0.5602,0.3726,35.9168,11.7336,0.2175
Vaikundham sankari Salem Tamil Nadu,2024-06,0.5383,0.3609,35.0856,13.1007,0.2329
Veerakal,2024-06,0.6618,0.485,31.1391,14.8877,0.2151
Veppilaipatty,2024-06,0.6515,0.4159,31.6936,12.8007,0.2384
Amaram_1,2024-07,0.5871,0.3893,31.9391,15.1568,0.195
Ammapet_1,2024-07,0.5107,0.3511,32.8959,15.1603,0.1933
Ariyampatti,2024-07,0.573,0.3898,32.042,15.8134,0.1942
Avaniperur Keelmugam,2024-07,0.6433,0.4734,33.0719,16.0947,0.1939
Ayodhiyapattinam,2024-07,0.5807,0.4128,32.7321,15.2104,0.1956
Egapuram,2024-07,0.6129,0.4171,34.0827,15.3976,0.1947
Erumaipatti_1,2024-07,0.5241,0.3752,32.0805,13.511,0.1897
Erumaipatti_2,2024-07,0.634,0.4721,32.8863,16.1436,0.1939
Gundakkal,2024-07,0.634,0.4318,30.6583,19.3329,0.195
Hasthampati,2024-07,0.4205,0.2774,34.0938,12.4804,0.202
Hasthampatti,2024-07,0.4597,0.3063,33.3756,13.529,0.2019
Illupanatham_1,2024-07,0.4429,0.265,39.9329,9.9949,0.1661
Inam Bairoji,2024-07,0.5983,0.4277,31.8644,14.8774,0.1945
Kadambur,2024-07,0.5414,0.3579,36.4268,14.805,0.1726
Kullampatti,2024-07,0.5689,0.423,31.879,14.8662,0.1927
M.Chettipatti,2024-07,0.5334,0.342,34.68,13.3543,0.1951
Manjakalpatti,2024-07,0.5381,0.399,31.5358,14.1368,0.1915
Mannarpalayam,2024-07,0.5635,0.3804,33.3585,13.5149,0.1951
Moolakadu,2024-07,0.4955,0.3473,30.6339,18.9866,0.1818
Murungapatty,2024-07,0.6114,0.3855,34.0924,14.3654,0.1966
Muthiyampatti,2024-07,0.6408,0.4408,32.9537,16.407,0.1944
Nadupatty,2024-07,0.6333,0.4344,30.3517,18.3796,0.1914
Navapatti,2024-07,0.6053,0.4727,28.2639,20.6899,0.1789
Pannavadi,2024-07,0.4452,0.2861,33.5243,15.3879,0.1755
Pappanaickanpatti,2024-07,0.6644,0.4572,29.5343,22.896,0.1855
Periyakadampatty,2024-07,0.5367,0.3452,34.3987,13.5475,0.1946
Pillukurichi,2024-07,0.6067,0.4554,30.98,15.8642,0.1862
Pulluthikuttai,2024-07,0.6314,0.4465,28.4638,21.0998,0.1904
Rajapalayam (TN-MWS01),2024-07,0.3626,0.1981,41.9325,9.066,0.1658
Ramagudal,2024-07,0.4819,0.349,33.1304,12.1182,0.1889
Ramanaickanpalayam,2024-07,0.5802,0.3981,34.7003,13.6574,0.1875
Samuthiram_1,2024-07,0.6306,0.4283,33.1031,16.2423,0.1944
Sanarpatti,2024-07,0.598,0.4244,30.8115,16.4457,0.1941
Sandhiyur,2024-07,0.5742,0.411,32.0394,13.1624,0.1954
Sendarapatti,2024-07,0.5651,0.357,29.787,15.1256,0.1817
Singipuram,2024-07,0.5487,0.3718,34.9919,13.124,0.1934
Siruvachur,2024-07,0.4782,0.2922,38.1446,11.9955,0.1988
Sitteri,2024-07,0.471,0.2898,39.2363,10.2972,0.1664
Sukkampatti,2024-07,0.645,0.4669,31.1002,17.1053,0.1966
Thekkampatti,2024-07,0.5696,0.3631,33.5922,14.2762,0.1999
Thuttampatti,2024-07,0.5688,0.3667,34.4228,13.7738,0.1943
Vaikundham sankari Salem Tamil Nadu,2024-07,0.4496,0.2853,37.5839,12.4745,0.2437
Veerakal,2024-07,0.6521,0.471,30.7963,17.6238,0.1943
Veppilaipatty,2024-07,0.603,0.4104,31.5747,15.3091,0.1973
Amaram_1,2024-08,0.5843,0.3551,30.4977,18.0872,0.243
Ammapet_1,2024-08,0.5975,0.4127,30.6988,18.5341,0.2473
Ariyampatti,2024-08,0.5919,0.3688,31.5714,17.3217,0.2435
Avaniperur Keelmugam,2024-08,0.6444,0.4219,31.0515,18.4991,0.2382
Ayodhiyapattinam,2024-08,0.687,0.4855,29.9663,19.0429,0.2509
Egapuram,2024-08,0.6243,0.4198,31.9332,18.3567,0.2424
Erumaipatti_1,2024-08,0.6314,0.4327,32.3079,16.9785,0.2367
Erumaipatti_2,2024-08,0.667,0.4661,31.211,19.0388,0.2412
Gundakkal,2024-08,0.6377,0.3946,29.4281,20.5163,0.2454
Hasthampati,2024-08,0.4893,0.332,32.5181,16.7652,0.255
Hasthampatti,2024-08,0.5369,0.3716,31.7294,17.61,0.2553
Illupanatham_1,2024-08,0.5562,0.3276,34.7549,13.6237,0.2361
Inam Bairoji,2024-08,0.678,0.4669,31.7362,18.3126,0.2446
Kadambur,2024-08,0.6702,0.4479,31.4528,17.6335,0.2394
Kullampatti,2024-08,0.6316,0.4055,30.6099,18.3748,0.2345
M.Chettipatti,2024-08,0.6111,0.3869,31.9721,17.0251,0.2454
Manjakalpatti,2024-08,0.6471,0.4384,31.2092,17.3941,0.2372
Mannarpalayam,2024-08,0.6622,0.454,31.6066,17.7956,0.2518
Moolakadu,2024-08,0.4174,0.2859,27.8546,21.5587,0.224
Murungapatty,2024-08,0.6677,0.4327,30.0665,18.0283,0.2471
Muthiyampatti,2024-08,0.6188,0.3836,31.32,17.9313,0.2428
Nadupatty,2024-08,0.6689,0.4121,29.6702,20.2074,0.246
Navapatti,2024-08,0.6613,0.4893,26.5196,22.8955,0.2217
Pannavadi,2024-08,0.3339,0.212,30.6404,19.9144,0.2156
Pappanaickanpatti,2024-08,0.7727,0.5157,28.0508,26.341,0.2529
Periyakadampatty,2024-08,0.5989,0.3801,31.906,17.0185,0.2444
Pillukurichi,2024-08,0.6599,0.4308,29.0669,19.3049,0.2281
Pulluthikuttai,2024-08,0.772,0.5443,27.8126,26.1104,0.2529
Rajapalayam (TN-MWS01),2024-08,0.4523,0.2607,36.7595,12.1983,0.2312
Ramagudal,2024-08,0.5695,0.3814,32.2063,17.406,0.2304
Ramanaickanpalayam,2024-08,0.6505,0.4286,31.9641,16.1275,0.2517
Samuthiram_1,2024-08,0.6123,0.3784,31.4905,17.7679,0.2431
Sanarpatti,2024-08,0.6468,0.4246,29.5501,18.5323,0.2412
Sandhiyur,2024-08,0.6672,0.4711,30.4946,17.84,0.2467
Sendarapatti,2024-08,0.6956,0.4688,30.4231,17.7905,0.2471
Singipuram,2024-08,0.6434,0.4405,32.322,17.121,0.2525
Siruvachur,2024-08,0.6087,0.3915,32.8793,15.8866,0.2645
Sitteri,2024-08,0.5689,0.3491,34.1911,14.1087,0.2363
Sukkampatti,2024-08,0.7441,0.5151,28.7377,22.1037,0.2529
Thekkampatti,2024-08,0.6042,0.3958,30.3906,18.1624,0.2525
Thuttampatti,2024-08,0.5919,0.3762,31.5712,16.7958,0.2434
Vaikundham sankari Salem Tamil Nadu,2024-08,0.5213,0.328,35.3215,15.5044,0.2622
Veerakal,2024-08,0.6164,0.4012,29.7508,19.3404,0.2419
Veppilaipatty,2024-08,0.6857,0.4696,30.1969,18.3622,0.2515
Amaram_1,2024-09,0.5558,0.3538,35.8729,15.0606,0.1814
Ammapet_1,2024-09,0.538,0.3343,33.9969,15.4215,0.1854
Ariyampatti,2024-09,0.4888,0.3066,36.3949,13.2683,0.1825
Avaniperur Keelmugam,2024-09,0.5515,0.3508,35.0731,14.4963,0.1747
Ayodhiyapattinam,2024-09,0.6423,0.3926,33.2177,15.6579,0.1866
Egapuram,2024-09,0.4588,0.2819,35.9425,13.8093,0.1779
Erumaipatti_1,2024-09,0.5391,0.3473,34.5377,14.8289,0.1619
Erumaipatti_2,2024-09,0.5044,0.309,35.174,14.7108,0.1737
Gundakkal,2024-09,0.546,0.3222,34.509,18.1008,0.1814
Hasthampati,2024-09,0.4526,0.2826,35.7157,13.2789,0.1959
Hasthampatti,2024-09,0.5125,0.3141,35.203,14.4317,0.1961
Illupanatham_1,2024-09,0.6335,0.4265,36.6429,13.338,0.1663
Inam Bairoji,2024-09,0.5195,0.3406,34.903,15.0617,0.1751
Kadambur,2024-09,0.679,0.4192,33.8412,15.9208,0.1707
Kullampatti,2024-09,0.5518,0.3437,33.4694,14.7343,0.1687
M.Chettipatti,2024-09,0.5105,0.3173,35.6283,14.0223,0.1841
Manjakalpatti,2024-09,0.5348,0.3542,33.9861,15.1662,0.1663
Mannarpalayam,2024-09,0.6599,0.4041,33.9465,14.9688,0.1871
Moolakadu,2024-09,0.3604,0.2318,31.5269,19.4557,0.1542
Murungapatty,2024-09,0.5608,0.3581,33.8341,16.1417,0.1843
Muthiyampatti,2024-09,0.5349,0.3151,36.7401,13.257,0.1803
Nadupatty,2024-09,0.5898,0.3507,33.794,18.4043,0.18
Navapatti,2024-09,0.583,0.3814,29.5637,23.1552,0.1556
